field1,field2,field3,field4,field5,_GC_TYPE,_CLEANADDR,_X,_Y
골드클래스9차아파트,2,AC완속,전라남도 목포시 연산백련로1번길 111(2022 골드클래스9차아파트),24시간 이용가능,정,전라남도 목포시 연산백련로1번길 111 (연산동),126.39107973238062,34.820460357007256
하당현대아파트,6,AC완속,전라남도 목포시 통일대로37번길 33(1014-1 하당현대아파트),24시간 이용가능,정,전라남도 목포시 통일대로37번길 33 (상동),126.42616276641303,34.80112396844524
롯데마트맥스 목포점,1,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
모아엘가에듀파크아파트,3,AC완속,전라남도 목포시 연산백련로1번길 69(목포용해2지구모아엘가 에듀파크),24시간 이용가능,정,전라남도 목포시 연산백련로1번길 69 (연산동),126.38855063204481,34.81684846589561
송광비치타운,3,AC완속,전라남도 목포시 유동로 7(1 송광비취타운),24시간 이용가능,정,전라남도 목포시 유동로 7 (해안동4가),126.38078059533328,34.78227677630045
모아엘가1차아파트,5,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
연산골드클래스8차,2,AC완속,전라남도 목포시 산정로 308(2044 연산골드클래스8차),24시간 이용가능,정,전라남도 목포시 산정로 308 (연산동),126.3837304362762,34.81393689351252
신안비치3차아파트,4,AC완속,전라남도 목포시 고하대로 641-11(1259-3 신안비치3차아파트),24시간 이용가능,정,전라남도 목포시 고하대로 641-11 (산정동),126.36715980342866,34.80644020511501
옥암2차한국아델리움,6,AC완속,전라남도 목포시 옥암로 150(한국아델리움 아파트),24시간 이용가능,정,전라남도 목포시 옥암로 150 (옥암동),126.42419301709462,34.81199931297722
하당현대아파트,7,AC완속,전라남도 목포시 통일대로37번길 33(1014-1 하당현대아파트),24시간 이용가능,정,전라남도 목포시 통일대로37번길 33 (상동),126.42616276641303,34.80112396844524
샹그리아호텔,1,AC완속,전라남도 목포시 평화로 87(상동 1143-4),24시간 이용가능,정,전라남도 목포시 평화로 87 (상동),126.43408153505904,34.797430714829495
목포라인아파트 지상주차장,4,AC완속,전라남도 목포시 원산주택로 25(1751 라인아파트),24시간 이용가능,정,전라남도 목포시 원산주택로 25 (산정동),126.37518995390077,34.808623804335866
모아엘가1차아파트,16,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
우성아파트,4,AC완속,전라남도 목포시 신흥로 13(886 우성아파트),24시간 이용가능,정,전라남도 목포시 신흥로 13 (상동),126.42144487128706,34.80332391409266
연산골드클래스8차,3,AC완속,전라남도 목포시 산정로 308(2044 연산골드클래스8차),24시간 이용가능,정,전라남도 목포시 산정로 308 (연산동),126.3837304362762,34.81393689351252
하당우미블루빌3차아파트,3,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
근화밀레니엄,2,AC완속,전라남도 목포시 산정로 268(324-3 근화밀레니엄빌리지),24시간 이용가능,정,전라남도 목포시 산정로 268 (산정동),126.38732469424757,34.81114385003166
아이엠로즈빌 아파트,4,AC완속,전라남도 목포시 영산로 769-6(527 아이엠로즈빌아파트),24시간 이용가능,정,전라남도 목포시 영산로 769-6 (대양동),126.41692422353118,34.83417019113309
목포용해금호아파트,7,AC완속,전라남도 목포시 삼학로 331(143-7 금호타운),24시간 이용가능,정,전라남도 목포시 삼학로 331 (용해동),126.40740017864822,34.80021033317157
목포라인아파트 지상주차장,5,AC완속,전라남도 목포시 원산주택로 25(1751 라인아파트),24시간 이용가능,정,전라남도 목포시 원산주택로 25 (산정동),126.37518995390077,34.808623804335866
모아엘가1차아파트,15,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
목포 궁무인호텔,1,AC완속,전라남도 목포시 신항로276번길 42목포 궁무인호텔(달동 1330-47),24시간 이용가능,정,전라남도 목포시 신항로276번길 42 (달동),126.35718265440015,34.75618909538071
하당현대2차,2,AC완속,전라남도 목포시 삼향천로91번길 21(992 하당2차현대아파트),24시간 이용가능,정,전라남도 목포시 삼향천로91번길 21 (옥암동),126.42991398467933,34.80694964927182
우성아파트,5,AC완속,전라남도 목포시 신흥로 13(886 우성아파트),24시간 이용가능,정,전라남도 목포시 신흥로 13 (상동),126.42144487128706,34.80332391409266
근화희망타운2차아파트,1,AC완속,전라남도 목포시 산양로 40(75-1 근화희망타운아파트),24시간 이용가능,정,전라남도 목포시 산양로 40 (대양동),126.42735274610395,34.83640867791513
모아엘가1차아파트,26,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
영신그린빌1차 입주자대표회의,1,AC완속,전라남도 목포시 신흥로83번길 2영신그린빌(994 영신그린빌),24시간 이용가능,정,전라남도 목포시 신흥로83번길 2 (옥암동),126.42925065560732,34.805153904457484
롯데마트맥스 목포점,7,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
목포라송센트렐카운티1차,5,AC완속,전라남도 목포시 양을로99번길 8(1836 목포라송센트럴카운티),24시간 이용가능,정,전라남도 목포시 양을로99번길 8 (산정동),126.38378847049911,34.80626926460795
우성아파트,1,AC완속,전라남도 목포시 신흥로 13(886 우성아파트),24시간 이용가능,정,전라남도 목포시 신흥로 13 (상동),126.42144487128706,34.80332391409266
한광프라임빌,1,AC완속,전라남도 목포시 영산로692번길 8(493-1 한광프라임빌),24시간 이용가능,정,전라남도 목포시 영산로692번길 8 (석현동),126.42262477925362,34.826442634994606
목포용해금호아파트,1,AC완속,전라남도 목포시 삼학로 331(143-7 금호타운),24시간 이용가능,정,전라남도 목포시 삼학로 331 (용해동),126.40740017864822,34.80021033317157
모아엘가1차아파트,7,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
신항만뉴캐슬오션시티2차아파트,1,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
신안비치3차아파트,5,AC완속,전라남도 목포시 고하대로 641-11(1259-3 신안비치3차아파트),24시간 이용가능,정,전라남도 목포시 고하대로 641-11 (산정동),126.36715980342866,34.80644020511501
중앙하이츠,4,AC완속,전라남도 목포시 양을로41번길 42(994-4 중앙하이츠),24시간 이용가능,정,전라남도 목포시 양을로41번길 42 (산정동),126.37787593031511,34.804643199092816
신안인스빌아파트,1,AC완속,전라남도 목포시 삼학로 363(126 신안인스빌아파트),24시간 이용가능,정,전라남도 목포시 삼학로 363 (용해동),126.40693889551986,34.80381034920304
모아엘가1차아파트,25,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
하당현대아파트,1,AC완속,전라남도 목포시 통일대로37번길 33(1014-1 하당현대아파트),24시간 이용가능,정,전라남도 목포시 통일대로37번길 33 (상동),126.42616276641303,34.80112396844524
옥암2차한국아델리움,2,AC완속,전라남도 목포시 옥암로 150(한국아델리움 아파트),24시간 이용가능,정,전라남도 목포시 옥암로 150 (옥암동),126.42419301709462,34.81199931297722
목포라송센트렐카운티1차,2,AC완속,전라남도 목포시 양을로99번길 8(1836 목포라송센트럴카운티),24시간 이용가능,정,전라남도 목포시 양을로99번길 8 (산정동),126.38378847049911,34.80626926460795
신안비치3차아파트,6,AC완속,전라남도 목포시 고하대로 641-11(1259-3 신안비치3차아파트),24시간 이용가능,정,전라남도 목포시 고하대로 641-11 (산정동),126.36715980342866,34.80644020511501
모아엘가1차아파트,8,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
수창해뜨레아파트,2,AC완속,전라남도 목포시 석현로45번길 19(1177 수창해뜨레),24시간 이용가능,정,전라남도 목포시 석현로45번길 19 (석현동),126.4250019726381,34.81895869230857
근화희망타운2차아파트,2,AC완속,전라남도 목포시 산양로 40(75-1 근화희망타운아파트),24시간 이용가능,정,전라남도 목포시 산양로 40 (대양동),126.42735274610395,34.83640867791513
용해지구천년가맘스카운티아파트,6,AC완속,전라남도 목포시 용해지구로88번길 7(1040 용해지구천년가맘스카운티),24시간 이용가능,정,전라남도 목포시 용해지구로88번길 7 (용해동),126.39213055988162,34.82062773029412
하당현대아파트,2,AC완속,전라남도 목포시 통일대로37번길 33(1014-1 하당현대아파트),24시간 이용가능,정,전라남도 목포시 통일대로37번길 33 (상동),126.42616276641303,34.80112396844524
신안비치3차아파트,2,AC완속,전라남도 목포시 고하대로 641-11(1259-3 신안비치3차아파트),24시간 이용가능,정,전라남도 목포시 고하대로 641-11 (산정동),126.36715980342866,34.80644020511501
모아엘가1차아파트,1,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
옥암2차한국아델리움,1,AC완속,전라남도 목포시 옥암로 150(한국아델리움 아파트),24시간 이용가능,정,전라남도 목포시 옥암로 150 (옥암동),126.42419301709462,34.81199931297722
목포용해금호아파트,2,AC완속,전라남도 목포시 삼학로 331(143-7 금호타운),24시간 이용가능,정,전라남도 목포시 삼학로 331 (용해동),126.40740017864822,34.80021033317157
하당우미블루빌3차아파트,9,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
모아엘가1차아파트,17,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
근화희망타운2차아파트,3,AC완속,전라남도 목포시 산양로 40(75-1 근화희망타운아파트),24시간 이용가능,정,전라남도 목포시 산양로 40 (대양동),126.42735274610395,34.83640867791513
골드클래스9차아파트,3,AC완속,전라남도 목포시 연산백련로1번길 111(2022 골드클래스9차아파트),24시간 이용가능,정,전라남도 목포시 연산백련로1번길 111 (연산동),126.39107973238062,34.820460357007256
용해지구천년가맘스카운티아파트,5,AC완속,전라남도 목포시 용해지구로88번길 7(1040 용해지구천년가맘스카운티),24시간 이용가능,정,전라남도 목포시 용해지구로88번길 7 (용해동),126.39213055988162,34.82062773029412
롯데마트맥스 목포점,3,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
모아엘가1차아파트,18,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
목포용해금호아파트,3,AC완속,전라남도 목포시 삼학로 331(143-7 금호타운),24시간 이용가능,정,전라남도 목포시 삼학로 331 (용해동),126.40740017864822,34.80021033317157
하당현대아파트,8,AC완속,전라남도 목포시 통일대로37번길 33(1014-1 하당현대아파트),24시간 이용가능,정,전라남도 목포시 통일대로37번길 33 (상동),126.42616276641303,34.80112396844524
하당우미블루빌3차아파트,8,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
모아엘가1차아파트,11,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
목포라인아파트 지상주차장,6,AC완속,전라남도 목포시 원산주택로 25(1751 라인아파트),24시간 이용가능,정,전라남도 목포시 원산주택로 25 (산정동),126.37518995390077,34.808623804335866
롯데마트맥스 목포점,2,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
모아엘가1차아파트,2,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
영신그린빌1차 입주자대표회의,2,AC완속,전라남도 목포시 신흥로83번길 2영신그린빌(994 영신그린빌),24시간 이용가능,정,전라남도 목포시 신흥로83번길 2 (옥암동),126.42925065560732,34.805153904457484
모아엘가1차아파트,27,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
모아엘가1차아파트,28,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
신항만뉴캐슬오션시티2차아파트,2,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
모아엘가1차아파트,3,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
신항만뉴캐슬오션시티2차아파트,3,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
옥암2차한국아델리움,3,AC완속,전라남도 목포시 옥암로 150(한국아델리움 아파트),24시간 이용가능,정,전라남도 목포시 옥암로 150 (옥암동),126.42419301709462,34.81199931297722
모아엘가1차아파트,21,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
옥암2차한국아델리움,4,AC완속,전라남도 목포시 옥암로 150(한국아델리움 아파트),24시간 이용가능,정,전라남도 목포시 옥암로 150 (옥암동),126.42419301709462,34.81199931297722
용해지구천년가맘스카운티아파트,7,AC완속,전라남도 목포시 용해지구로88번길 7(1040 용해지구천년가맘스카운티),24시간 이용가능,정,전라남도 목포시 용해지구로88번길 7 (용해동),126.39213055988162,34.82062773029412
모아엘가1차아파트,12,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
하당우미블루빌3차아파트,1,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
모아엘가1차아파트,9,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
하당우미블루빌3차아파트,10,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
삼창골프연습장,1,AC완속,전라남도 목포시 대양로109번길 53삼창골프연습장(연산동 614-96),24시간 이용가능,정,전라남도 목포시 대양로109번길 53 (연산동),126.39513586697137,34.82565956021068
모아엘가1차아파트,13,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
롯데마트맥스 목포점,4,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
모아엘가1차아파트,31,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
롯데마트맥스 목포점,5,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
신항만뉴캐슬오션시티2차아파트,6,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
모아엘가1차아파트,22,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
모아엘가1차아파트,19,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
용해지구천년가맘스카운티아파트,1,AC완속,전라남도 목포시 용해지구로88번길 7(1040 용해지구천년가맘스카운티),24시간 이용가능,정,전라남도 목포시 용해지구로88번길 7 (용해동),126.39213055988162,34.82062773029412
모아엘가1차아파트,23,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
하당우미블루빌3차아파트,4,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
모아엘가1차아파트,32,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
목포 궁무인호텔,2,AC완속,전라남도 목포시 신항로276번길 42목포 궁무인호텔(달동 1330-47),24시간 이용가능,정,전라남도 목포시 신항로276번길 42 (달동),126.35718265440015,34.75618909538071
신항만뉴캐슬오션시티2차아파트,7,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
모아엘가1차아파트,29,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
롯데마트맥스 목포점,8,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
모아엘가1차아파트,33,AC완속,전라남도 목포시 남악2로22번길 58(1329 모아엘가),24시간 이용가능,정,전라남도 목포시 남악2로22번길 58 (옥암동),126.45839024130633,34.808210275844466
신항만뉴캐슬오션시티2차아파트,4,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
용해지구천년가맘스카운티아파트,2,AC완속,전라남도 목포시 용해지구로88번길 7(1040 용해지구천년가맘스카운티),24시간 이용가능,정,전라남도 목포시 용해지구로88번길 7 (용해동),126.39213055988162,34.82062773029412
신항만뉴캐슬오션시티2차아파트,8,AC완속,전라남도 목포시 허사로57번길 15(오션시티2차 아파트),24시간 이용가능,정,전라남도 목포시 허사로57번길 15 (달동),126.36137721009001,34.755935334622436
옥암2차한국아델리움,5,AC완속,전라남도 목포시 옥암로 150(한국아델리움 아파트),24시간 이용가능,정,전라남도 목포시 옥암로 150 (옥암동),126.42419301709462,34.81199931297722
하당우미블루빌3차아파트,5,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
하당우미블루빌3차아파트,2,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
목포 에이치에비뉴호텔 평화광장점,1,AC완속,전라남도 목포시 비파로116번길 6(상동 859),24시간 이용가능,정,전라남도 목포시 비파로116번길 6 (상동),126.42378555377857,34.80827342381087
용해지구천년가맘스카운티아파트,3,AC완속,전라남도 목포시 용해지구로88번길 7(1040 용해지구천년가맘스카운티),24시간 이용가능,정,전라남도 목포시 용해지구로88번길 7 (용해동),126.39213055988162,34.82062773029412
하당우미블루빌3차아파트,6,AC완속,전라남도 목포시 평화로153번길 9(1096 우미블루빌),24시간 이용가능,정,전라남도 목포시 평화로153번길 9 (옥암동),126.43616397808485,34.80048953461204
롯데마트맥스 목포점,9,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
워시존,1,AC완속,전라남도 목포시 대양로 97워시존(연산동 580-12),24시간 이용가능,정,전라남도 목포시 대양로 97 (연산동),126.38961783632058,34.82143800385391
목포 호텔몬다비,1,AC완속,전라남도 목포시 수강로4번길 33(축복동2가 4-5),24시간 이용가능,정,전라남도 목포시 수강로4번길 33 (축복동2가),126.38819998979785,34.78776138263806
롯데마트맥스 목포점,6,DC콤보,전라남도 목포시 원형서로 15롯데마트맥스 목포점(1134 롯데마트목포점),10:00 ~ 23:00,정,전라남도 목포시 원형서로 15 (상동),126.42946714625488,34.79724593558004
롯데칠성음료 목포영업소,1,AC완속,전라남도 목포시 석현로 29롯데칠성음료 목포영업소(롯데칠성음료(주) 목포지점),24시간 이용가능,정,전라남도 목포시 석현로 29 (석현동),126.42392926183123,34.817233244801095
